transaction_id,customer_id,channel,product,amount,currency,timestamp,status,fraud_flag,date,month
7165,11676,POS,e-Transfer,66.64,CAD,2026-03-29,Success,0,2026-03-29,2026-03
7166,10913,POS,Debit,15.31,CAD,2026-02-11,Success,0,2026-02-11,2026-02
7167,5739,Online,Debit,18.54,CAD,2026-03-23,Success,0,2026-03-23,2026-03
7168,15127,Online,Debit,10.57,CAD,2026-01-18,Success,0,2026-01-18,2026-01
7169,1771,Mobile,Debit,22.45,CAD,2026-01-24,Success,0,2026-01-24,2026-01
7170,12306,POS,e-Transfer,12.74,CAD,2026-01-27,Success,0,2026-01-27,2026-01
7171,9970,Online,Debit,54.59,CAD,2026-02-23,Success,0,2026-02-23,2026-02
7172,12405,Mobile,Debit,8.95,CAD,2026-03-11,Success,0,2026-03-11,2026-03
7173,8990,POS,Debit,12.27,CAD,2026-01-08,Success,0,2026-01-08,2026-01
7174,3216,POS,Debit,18.46,CAD,2026-01-09,Failed,0,2026-01-09,2026-01
7175,11981,Online,e-Transfer,24.2,CAD,2026-01-19,Success,0,2026-01-19,2026-01
7176,6695,POS,e-Transfer,45.86,CAD,2026-01-01,Success,0,2026-01-01,2026-01
7177,19361,POS,Debit,8.53,CAD,2026-03-11,Success,0,2026-03-11,2026-03
7178,17137,POS,Debit,6.71,CAD,2026-03-29,Success,0,2026-03-29,2026-03
7179,10662,POS,e-Transfer,70.51,CAD,2026-03-18,Success,0,2026-03-18,2026-03
7180,1393,POS,Debit,24.67,CAD,2026-02-10,Success,0,2026-02-10,2026-02
7181,6790,POS,e-Transfer,15.15,CAD,2026-01-26,Success,0,2026-01-26,2026-01
7182,14386,Mobile,Debit,31.72,CAD,2026-03-09,Success,0,2026-03-09,2026-03
7183,17062,Online,e-Transfer,47.52,CAD,2026-02-14,Success,0,2026-02-14,2026-02
7184,106,Mobile,Debit,16.29,CAD,2026-02-06,Success,0,2026-02-06,2026-02
7185,11480,POS,e-Transfer,10.33,CAD,2026-02-14,Success,0,2026-02-14,2026-02
7186,1947,POS,Debit,32.38,CAD,2026-02-11,Success,0,2026-02-11,2026-02
7187,5545,POS,Debit,101.04,CAD,2026-03-15,Success,0,2026-03-15,2026-03
7188,17480,POS,Debit,15.11,CAD,2026-03-16,Success,0,2026-03-16,2026-03
7189,13276,Mobile,Debit,17.73,CAD,2026-03-11,Success,0,2026-03-11,2026-03
7190,6986,POS,Debit,14.98,CAD,2026-02-08,Success,0,2026-02-08,2026-02
7191,1783,POS,Debit,22.6,CAD,2026-01-03,Success,0,2026-01-03,2026-01
7192,19642,Mobile,Debit,101.45,CAD,2026-01-26,Success,0,2026-01-26,2026-01
7193,6214,Online,Debit,23.94,CAD,2026-02-07,Success,0,2026-02-07,2026-02
7194,14486,POS,Debit,18.16,CAD,2026-03-10,Success,0,2026-03-10,2026-03
7195,15606,Online,Debit,83.81,CAD,2026-02-03,Success,0,2026-02-03,2026-02
7196,4870,Online,e-Transfer,48.68,CAD,2026-03-15,Success,0,2026-03-15,2026-03
7197,17946,POS,e-Transfer,15.67,CAD,2026-01-15,Success,0,2026-01-15,2026-01
7198,9868,POS,e-Transfer,4.29,CAD,2026-01-01,Success,0,2026-01-01,2026-01
7199,3982,Mobile,Debit,52.17,CAD,2026-03-20,Success,0,2026-03-20,2026-03
7200,9494,POS,e-Transfer,11.19,CAD,2026-01-27,Success,0,2026-01-27,2026-01
7201,5683,Online,e-Transfer,42.63,CAD,2026-03-29,Success,0,2026-03-29,2026-03
7202,5783,Mobile,e-Transfer,11.21,CAD,2026-01-28,Success,0,2026-01-28,2026-01
7203,17328,POS,e-Transfer,13.18,CAD,2026-02-07,Success,0,2026-02-07,2026-02
7204,9138,POS,Debit,27.75,CAD,2026-03-06,Success,0,2026-03-06,2026-03
7205,16985,Mobile,e-Transfer,13.09,CAD,2026-02-21,Success,0,2026-02-21,2026-02
7206,13013,Online,Debit,61.83,CAD,2026-02-16,Success,0,2026-02-16,2026-02
7207,1525,Online,Debit,15.7,CAD,2026-03-15,Success,0,2026-03-15,2026-03
7208,16635,Online,e-Transfer,24.5,CAD,2026-01-26,Success,0,2026-01-26,2026-01
7209,79,POS,e-Transfer,18.33,CAD,2026-02-05,Success,0,2026-02-05,2026-02
7210,3124,Online,Debit,21.36,CAD,2026-01-11,Success,0,2026-01-11,2026-01
7211,7065,POS,Debit,45.01,CAD,2026-01-01,Success,0,2026-01-01,2026-01
7212,13069,POS,e-Transfer,18.0,CAD,2026-03-27,Success,0,2026-03-27,2026-03
7213,8418,Online,Debit,18.26,CAD,2026-02-26,Success,0,2026-02-26,2026-02
7214,13363,Online,e-Transfer,26.83,CAD,2026-01-13,Success,0,2026-01-13,2026-01
7215,1210,Online,e-Transfer,3.68,CAD,2026-03-25,Success,0,2026-03-25,2026-03
7216,5154,POS,Debit,15.63,CAD,2026-01-04,Success,0,2026-01-04,2026-01
7217,4899,Mobile,Debit,22.48,CAD,2026-01-19,Success,0,2026-01-19,2026-01
7218,18563,Online,e-Transfer,163.15,CAD,2026-03-15,Success,0,2026-03-15,2026-03
7219,10872,Online,Debit,2.73,CAD,2026-01-05,Success,0,2026-01-05,2026-01
7220,7611,Mobile,e-Transfer,4.16,CAD,2026-02-25,Success,0,2026-02-25,2026-02
7221,11078,POS,e-Transfer,39.61,CAD,2026-01-22,Success,0,2026-01-22,2026-01
7222,15792,Online,Debit,15.64,CAD,2026-01-04,Success,0,2026-01-04,2026-01
7223,2545,Online,Debit,38.51,CAD,2026-03-23,Success,0,2026-03-23,2026-03
7224,5523,POS,Debit,10.54,CAD,2026-03-29,Success,0,2026-03-29,2026-03
7225,2371,Mobile,e-Transfer,47.02,CAD,2026-03-22,Success,0,2026-03-22,2026-03
7226,19666,Online,Debit,51.16,CAD,2026-02-25,Success,0,2026-02-25,2026-02
7227,4711,Online,Debit,4.36,CAD,2026-03-17,Success,0,2026-03-17,2026-03
7228,329,Online,e-Transfer,7.66,CAD,2026-02-22,Success,0,2026-02-22,2026-02
7229,13684,Online,e-Transfer,21.92,CAD,2026-03-24,Success,0,2026-03-24,2026-03
7230,5580,Online,Debit,27.09,CAD,2026-03-30,Success,0,2026-03-30,2026-03
7231,13123,POS,Debit,19.76,CAD,2026-02-05,Success,0,2026-02-05,2026-02
7232,6795,POS,e-Transfer,8.85,CAD,2026-01-31,Success,0,2026-01-31,2026-01
7233,121,POS,Debit,21.18,CAD,2026-03-30,Success,0,2026-03-30,2026-03
7234,6750,Online,Debit,44.72,CAD,2026-02-19,Success,0,2026-02-19,2026-02
7235,13764,Online,e-Transfer,6.58,CAD,2026-03-23,Success,0,2026-03-23,2026-03
7236,17349,Online,e-Transfer,114.46,CAD,2026-01-17,Success,0,2026-01-17,2026-01
7237,15451,Mobile,e-Transfer,21.29,CAD,2026-03-23,Success,0,2026-03-23,2026-03
7238,3676,POS,Debit,12.71,CAD,2026-03-19,Success,0,2026-03-19,2026-03
7239,18461,Mobile,Debit,7.63,CAD,2026-01-13,Success,0,2026-01-13,2026-01
7240,5644,POS,Debit,57.75,CAD,2026-03-21,Success,0,2026-03-21,2026-03
7241,11561,POS,Debit,51.31,CAD,2026-02-15,Success,0,2026-02-15,2026-02
7242,17701,POS,Debit,9.91,CAD,2026-01-09,Success,0,2026-01-09,2026-01
7243,17581,Online,Debit,46.73,CAD,2026-02-26,Success,0,2026-02-26,2026-02
7244,15384,Mobile,Debit,9.08,CAD,2026-02-08,Success,0,2026-02-08,2026-02
7245,3171,Mobile,e-Transfer,12.73,CAD,2026-01-10,Success,0,2026-01-10,2026-01
7246,356,Online,Debit,8.08,CAD,2026-03-25,Success,0,2026-03-25,2026-03
7247,9719,POS,Debit,24.28,CAD,2026-02-08,Success,0,2026-02-08,2026-02
7248,29,POS,Debit,23.29,CAD,2026-02-10,Success,0,2026-02-10,2026-02
7249,14832,Mobile,Debit,30.65,CAD,2026-02-02,Success,0,2026-02-02,2026-02
7250,17398,POS,Debit,34.55,CAD,2026-03-29,Success,0,2026-03-29,2026-03
7251,10895,Mobile,e-Transfer,1.4,CAD,2026-03-05,Success,0,2026-03-05,2026-03
7252,9020,POS,Debit,14.63,CAD,2026-02-22,Success,0,2026-02-22,2026-02
7253,12639,POS,e-Transfer,16.37,CAD,2026-02-24,Success,0,2026-02-24,2026-02
7254,14890,POS,e-Transfer,37.57,CAD,2026-01-09,Success,0,2026-01-09,2026-01
7255,2025,POS,Debit,17.7,CAD,2026-02-21,Success,0,2026-02-21,2026-02
7256,5840,Online,Debit,14.64,CAD,2026-02-15,Success,0,2026-02-15,2026-02
7257,13504,POS,Debit,81.11,CAD,2026-03-30,Success,0,2026-03-30,2026-03
7258,10304,Mobile,Debit,19.06,CAD,2026-01-03,Success,0,2026-01-03,2026-01
7259,17139,POS,e-Transfer,35.5,CAD,2026-01-08,Success,0,2026-01-08,2026-01
7260,17623,Mobile,Debit,69.84,CAD,2026-03-23,Success,0,2026-03-23,2026-03
7261,1907,Online,e-Transfer,27.21,CAD,2026-03-19,Success,0,2026-03-19,2026-03
7262,7400,POS,e-Transfer,34.55,CAD,2026-02-11,Success,0,2026-02-11,2026-02
7263,7962,POS,Debit,16.89,CAD,2026-02-17,Success,0,2026-02-17,2026-02
7264,12032,Online,Debit,12.75,CAD,2026-03-12,Success,0,2026-03-12,2026-03
7265,15129,POS,e-Transfer,40.3,CAD,2026-01-31,Success,0,2026-01-31,2026-01
7266,15664,Online,e-Transfer,30.36,CAD,2026-02-25,Success,0,2026-02-25,2026-02
7267,1461,Online,Debit,6.8,CAD,2026-01-09,Success,0,2026-01-09,2026-01
7268,15683,Online,Debit,5.39,CAD,2026-02-06,Success,0,2026-02-06,2026-02
7269,15194,Online,e-Transfer,42.23,CAD,2026-03-06,Success,0,2026-03-06,2026-03
7270,17801,POS,e-Transfer,26.71,CAD,2026-01-25,Success,0,2026-01-25,2026-01
7271,11046,Online,Debit,7.31,CAD,2026-01-20,Success,0,2026-01-20,2026-01
7272,7767,POS,Debit,28.99,CAD,2026-02-22,Success,0,2026-02-22,2026-02
7273,17813,POS,Debit,38.68,CAD,2026-03-12,Success,0,2026-03-12,2026-03
7274,4379,POS,Debit,6.94,CAD,2026-02-11,Success,0,2026-02-11,2026-02
7275,7530,POS,Debit,18.28,CAD,2026-03-23,Success,0,2026-03-23,2026-03
7276,3072,Online,e-Transfer,26.57,CAD,2026-03-27,Success,0,2026-03-27,2026-03
7277,16940,Online,Debit,121.41,CAD,2026-01-16,Success,0,2026-01-16,2026-01
7278,17948,POS,Debit,18.27,CAD,2026-02-07,Success,0,2026-02-07,2026-02
7279,11693,POS,Debit,22.78,CAD,2026-01-30,Success,0,2026-01-30,2026-01
7280,1041,POS,e-Transfer,14.68,CAD,2026-02-22,Success,0,2026-02-22,2026-02
7281,2687,Online,Debit,4.9,CAD,2026-01-20,Success,0,2026-01-20,2026-01
7282,12667,Mobile,e-Transfer,20.68,CAD,2026-03-30,Success,0,2026-03-30,2026-03
7283,2554,Online,e-Transfer,6.97,CAD,2026-02-28,Success,0,2026-02-28,2026-02
7284,1780,Mobile,Debit,7.81,CAD,2026-03-12,Success,0,2026-03-12,2026-03
7285,13187,POS,Debit,3.31,CAD,2026-01-04,Success,0,2026-01-04,2026-01
7286,16460,POS,Debit,2.17,CAD,2026-02-14,Success,0,2026-02-14,2026-02
7287,5058,Mobile,e-Transfer,23.35,CAD,2026-02-04,Success,0,2026-02-04,2026-02
7288,18734,Online,Debit,4.79,CAD,2026-03-24,Success,0,2026-03-24,2026-03
7289,19158,Online,Debit,50.47,CAD,2026-01-04,Success,0,2026-01-04,2026-01
7290,2263,Mobile,e-Transfer,30.26,CAD,2026-01-29,Success,0,2026-01-29,2026-01
7291,19614,Online,Debit,14.45,CAD,2026-01-31,Success,0,2026-01-31,2026-01
7292,10309,Online,e-Transfer,18.53,CAD,2026-02-25,Success,0,2026-02-25,2026-02
7293,16777,Online,e-Transfer,49.32,CAD,2026-03-21,Success,0,2026-03-21,2026-03
7294,17493,Online,Debit,8.65,CAD,2026-03-27,Success,0,2026-03-27,2026-03
7295,5189,Online,Debit,5.86,CAD,2026-03-01,Success,0,2026-03-01,2026-03
7296,8803,POS,Debit,6.65,CAD,2026-01-09,Success,0,2026-01-09,2026-01
7297,5058,Mobile,Debit,48.03,CAD,2026-01-01,Success,0,2026-01-01,2026-01
7298,3999,Mobile,e-Transfer,9.61,CAD,2026-02-20,Success,0,2026-02-20,2026-02
7299,8865,POS,Debit,21.97,CAD,2026-02-23,Success,0,2026-02-23,2026-02
7300,3678,Online,Debit,24.54,CAD,2026-03-23,Success,0,2026-03-23,2026-03
7301,5797,Mobile,Debit,9.61,CAD,2026-03-01,Success,0,2026-03-01,2026-03
7302,14451,POS,Debit,14.24,CAD,2026-03-11,Success,0,2026-03-11,2026-03
7303,6364,POS,Debit,5.14,CAD,2026-03-02,Success,0,2026-03-02,2026-03
7304,8124,Online,Debit,1.82,CAD,2026-01-15,Success,0,2026-01-15,2026-01
7305,8223,POS,Debit,22.32,CAD,2026-03-13,Success,0,2026-03-13,2026-03
7306,13655,Mobile,Debit,28.26,CAD,2026-01-13,Success,0,2026-01-13,2026-01
7307,17785,Mobile,Debit,23.11,CAD,2026-01-27,Success,0,2026-01-27,2026-01
7308,4072,Online,e-Transfer,19.19,CAD,2026-02-15,Success,0,2026-02-15,2026-02
7309,8809,Mobile,Debit,14.22,CAD,2026-01-31,Success,0,2026-01-31,2026-01
7310,2787,Online,Debit,14.36,CAD,2026-02-04,Success,0,2026-02-04,2026-02
7311,871,POS,Debit,4.94,CAD,2026-01-14,Success,0,2026-01-14,2026-01
7312,4197,POS,e-Transfer,10.59,CAD,2026-03-11,Success,0,2026-03-11,2026-03
7313,11797,Mobile,Debit,19.7,CAD,2026-01-17,Success,0,2026-01-17,2026-01
7314,2740,Online,Debit,41.33,CAD,2026-01-02,Success,0,2026-01-02,2026-01
7315,941,POS,Debit,11.4,CAD,2026-03-29,Success,0,2026-03-29,2026-03
7316,341,Mobile,e-Transfer,35.83,CAD,2026-03-08,Success,0,2026-03-08,2026-03
7317,4134,POS,Debit,37.66,CAD,2026-03-06,Success,0,2026-03-06,2026-03
7318,17044,POS,Debit,22.56,CAD,2026-02-18,Success,0,2026-02-18,2026-02
7319,10226,POS,e-Transfer,121.13,CAD,2026-01-09,Success,0,2026-01-09,2026-01
7320,9753,POS,e-Transfer,36.05,CAD,2026-01-02,Success,0,2026-01-02,2026-01
7321,3458,Online,Debit,10.52,CAD,2026-01-03,Success,0,2026-01-03,2026-01
7322,9849,Mobile,Debit,9.63,CAD,2026-03-06,Success,0,2026-03-06,2026-03
7323,19360,Online,Debit,31.65,CAD,2026-01-09,Success,0,2026-01-09,2026-01
7324,9242,Online,e-Transfer,15.03,CAD,2026-01-27,Success,0,2026-01-27,2026-01
7325,454,Online,Debit,29.33,CAD,2026-03-09,Success,0,2026-03-09,2026-03
7326,9897,Mobile,e-Transfer,5.44,CAD,2026-03-03,Success,0,2026-03-03,2026-03
7327,10977,POS,Debit,10.46,CAD,2026-01-14,Success,0,2026-01-14,2026-01
7328,15873,POS,e-Transfer,22.29,CAD,2026-02-14,Success,0,2026-02-14,2026-02
7329,819,Online,e-Transfer,30.65,CAD,2026-01-29,Success,0,2026-01-29,2026-01
7330,4869,Online,Debit,20.82,CAD,2026-01-29,Success,0,2026-01-29,2026-01
7331,16397,Online,Debit,10.45,CAD,2026-01-06,Success,0,2026-01-06,2026-01
7332,12172,Mobile,Debit,67.96,CAD,2026-03-08,Success,0,2026-03-08,2026-03
7333,921,POS,Debit,16.53,CAD,2026-02-06,Success,0,2026-02-06,2026-02
7334,18803,Online,Debit,12.88,CAD,2026-02-08,Success,0,2026-02-08,2026-02
7335,9507,Online,Debit,27.15,CAD,2026-03-23,Success,0,2026-03-23,2026-03
7336,6476,POS,e-Transfer,20.43,CAD,2026-02-18,Success,0,2026-02-18,2026-02
7337,2018,POS,Debit,17.4,CAD,2026-02-04,Success,0,2026-02-04,2026-02
7338,7958,Mobile,Debit,10.26,CAD,2026-02-25,Success,0,2026-02-25,2026-02
7339,16231,Online,Debit,21.65,CAD,2026-01-17,Success,0,2026-01-17,2026-01
7340,9421,POS,Debit,8.97,CAD,2026-02-11,Success,0,2026-02-11,2026-02
7341,4793,Mobile,Debit,7.04,CAD,2026-03-22,Success,0,2026-03-22,2026-03
7342,13238,POS,Debit,21.34,CAD,2026-01-31,Success,0,2026-01-31,2026-01
7343,18819,Online,e-Transfer,12.72,CAD,2026-03-29,Success,0,2026-03-29,2026-03
7344,16252,Online,Debit,8.25,CAD,2026-01-30,Success,0,2026-01-30,2026-01
7345,19253,POS,e-Transfer,39.83,CAD,2026-03-16,Success,0,2026-03-16,2026-03
7346,10708,POS,e-Transfer,54.39,CAD,2026-02-10,Success,0,2026-02-10,2026-02
7347,1439,Online,e-Transfer,11.96,CAD,2026-02-05,Success,0,2026-02-05,2026-02
7348,3544,POS,Debit,36.1,CAD,2026-01-20,Success,0,2026-01-20,2026-01
7349,11368,Online,Debit,37.59,CAD,2026-01-27,Success,0,2026-01-27,2026-01
7350,18166,Mobile,e-Transfer,6.95,CAD,2026-01-27,Success,0,2026-01-27,2026-01
7351,15521,POS,e-Transfer,24.25,CAD,2026-03-28,Success,0,2026-03-28,2026-03
7352,6344,Online,Debit,28.26,CAD,2026-03-01,Success,0,2026-03-01,2026-03
7353,2264,Online,Debit,4.62,CAD,2026-01-02,Success,0,2026-01-02,2026-01
7354,10162,POS,Debit,18.45,CAD,2026-01-13,Success,0,2026-01-13,2026-01
7355,212,Online,Debit,28.61,CAD,2026-03-27,Failed,0,2026-03-27,2026-03
7356,13810,Online,e-Transfer,28.56,CAD,2026-03-13,Success,0,2026-03-13,2026-03
7357,7028,POS,e-Transfer,21.33,CAD,2026-03-18,Success,0,2026-03-18,2026-03
7358,332,Online,Debit,42.18,CAD,2026-03-27,Success,0,2026-03-27,2026-03
7359,8170,Mobile,Debit,16.68,CAD,2026-03-21,Success,0,2026-03-21,2026-03
7360,9134,Online,e-Transfer,11.41,CAD,2026-01-23,Success,0,2026-01-23,2026-01
7361,14592,POS,Debit,13.64,CAD,2026-02-04,Success,0,2026-02-04,2026-02
7362,16126,Online,e-Transfer,30.31,CAD,2026-03-11,Success,0,2026-03-11,2026-03
7363,728,Online,e-Transfer,57.43,CAD,2026-01-23,Success,0,2026-01-23,2026-01
7364,11055,POS,Debit,14.84,CAD,2026-02-05,Success,0,2026-02-05,2026-02
7365,3244,Online,e-Transfer,14.75,CAD,2026-01-12,Success,0,2026-01-12,2026-01
7366,17033,Online,e-Transfer,31.18,CAD,2026-03-30,Success,0,2026-03-30,2026-03
7367,5096,POS,Debit,58.18,CAD,2026-03-25,Success,0,2026-03-25,2026-03
7368,13810,Online,Debit,14.63,CAD,2026-01-07,Success,0,2026-01-07,2026-01
7369,10930,Online,e-Transfer,9.11,CAD,2026-01-22,Success,0,2026-01-22,2026-01
7370,14843,Online,e-Transfer,16.44,CAD,2026-03-06,Success,0,2026-03-06,2026-03
7371,17394,Online,Debit,6.65,CAD,2026-03-02,Success,0,2026-03-02,2026-03
7372,1551,Mobile,Debit,17.49,CAD,2026-03-16,Success,0,2026-03-16,2026-03
7373,8996,Online,Debit,10.38,CAD,2026-01-15,Success,0,2026-01-15,2026-01
7374,15167,Online,Debit,11.84,CAD,2026-01-19,Success,0,2026-01-19,2026-01
7375,7493,POS,e-Transfer,21.75,CAD,2026-02-05,Success,0,2026-02-05,2026-02
7376,12502,Mobile,e-Transfer,4.47,CAD,2026-03-21,Success,0,2026-03-21,2026-03
7377,15568,POS,Debit,29.45,CAD,2026-01-29,Success,0,2026-01-29,2026-01
7378,19786,POS,Debit,61.02,CAD,2026-03-20,Success,0,2026-03-20,2026-03
7379,13266,Mobile,Debit,14.21,CAD,2026-03-14,Success,0,2026-03-14,2026-03
7380,5425,POS,e-Transfer,65.48,CAD,2026-01-04,Success,0,2026-01-04,2026-01
7381,14087,Mobile,e-Transfer,17.27,CAD,2026-01-19,Success,0,2026-01-19,2026-01
7382,3162,Online,e-Transfer,14.34,CAD,2026-01-17,Success,0,2026-01-17,2026-01
7383,9216,POS,Debit,8.88,CAD,2026-01-29,Success,0,2026-01-29,2026-01
7384,6618,Online,e-Transfer,44.61,CAD,2026-03-07,Success,0,2026-03-07,2026-03
7385,11927,POS,Debit,10.19,CAD,2026-01-11,Success,0,2026-01-11,2026-01
7386,15093,Online,e-Transfer,20.86,CAD,2026-03-02,Success,0,2026-03-02,2026-03
7387,16161,Mobile,Debit,20.05,CAD,2026-01-16,Success,0,2026-01-16,2026-01
7388,17561,Online,e-Transfer,68.7,CAD,2026-03-20,Success,0,2026-03-20,2026-03
7389,15639,Mobile,Debit,6.06,CAD,2026-02-18,Success,0,2026-02-18,2026-02
7390,2234,Mobile,Debit,47.11,CAD,2026-01-30,Success,0,2026-01-30,2026-01
7391,4701,Online,e-Transfer,30.48,CAD,2026-02-05,Success,0,2026-02-05,2026-02
7392,11028,POS,e-Transfer,15.2,CAD,2026-01-20,Success,0,2026-01-20,2026-01
7393,7861,Online,Debit,46.92,CAD,2026-01-19,Success,0,2026-01-19,2026-01
7394,7527,Online,Debit,21.31,CAD,2026-02-21,Success,0,2026-02-21,2026-02
7395,5560,Online,e-Transfer,60.98,CAD,2026-01-11,Success,0,2026-01-11,2026-01
7396,6733,Online,Debit,45.8,CAD,2026-02-17,Success,0,2026-02-17,2026-02
7397,2514,Online,e-Transfer,18.08,CAD,2026-03-07,Success,0,2026-03-07,2026-03
7398,7831,Online,Debit,24.52,CAD,2026-02-24,Success,0,2026-02-24,2026-02
7399,14782,POS,Debit,30.42,CAD,2026-01-31,Success,0,2026-01-31,2026-01
7400,7911,Online,e-Transfer,18.47,CAD,2026-01-13,Success,0,2026-01-13,2026-01
7401,15848,Mobile,Debit,37.31,CAD,2026-03-15,Success,0,2026-03-15,2026-03
7402,5650,POS,Debit,24.38,CAD,2026-03-08,Success,0,2026-03-08,2026-03
7403,17481,POS,Debit,12.81,CAD,2026-03-09,Success,0,2026-03-09,2026-03
7404,9121,Mobile,e-Transfer,13.96,CAD,2026-03-11,Success,0,2026-03-11,2026-03
7405,1952,POS,Debit,31.88,CAD,2026-03-24,Success,0,2026-03-24,2026-03
7406,10166,POS,e-Transfer,47.32,CAD,2026-03-06,Success,0,2026-03-06,2026-03
7407,14353,Online,e-Transfer,21.56,CAD,2026-01-27,Success,0,2026-01-27,2026-01
7408,9747,POS,Debit,15.2,CAD,2026-01-22,Failed,0,2026-01-22,2026-01
7409,10971,Online,e-Transfer,19.83,CAD,2026-02-17,Success,0,2026-02-17,2026-02
7410,9187,POS,Debit,17.01,CAD,2026-03-27,Success,0,2026-03-27,2026-03
7411,8805,Online,Debit,36.91,CAD,2026-03-07,Success,0,2026-03-07,2026-03
7412,596,Mobile,Debit,12.34,CAD,2026-02-17,Success,0,2026-02-17,2026-02
7413,7876,POS,Debit,74.36,CAD,2026-02-08,Success,0,2026-02-08,2026-02
7414,5973,POS,e-Transfer,12.74,CAD,2026-03-02,Success,0,2026-03-02,2026-03
7415,15883,Online,Debit,5.83,CAD,2026-01-23,Success,0,2026-01-23,2026-01
7416,859,Online,Debit,8.24,CAD,2026-02-16,Success,0,2026-02-16,2026-02
7417,5520,Online,e-Transfer,18.42,CAD,2026-02-07,Success,0,2026-02-07,2026-02
7418,9981,Mobile,e-Transfer,10.2,CAD,2026-01-27,Success,0,2026-01-27,2026-01
7419,4318,POS,e-Transfer,11.7,CAD,2026-02-23,Success,0,2026-02-23,2026-02
7420,19839,Online,Debit,19.69,CAD,2026-02-19,Success,0,2026-02-19,2026-02
7421,12145,POS,Debit,13.83,CAD,2026-02-09,Success,0,2026-02-09,2026-02
7422,12880,POS,e-Transfer,20.08,CAD,2026-01-09,Success,0,2026-01-09,2026-01
7423,1031,Online,Debit,23.87,CAD,2026-03-05,Success,0,2026-03-05,2026-03
7424,9488,Mobile,Debit,17.64,CAD,2026-03-29,Success,0,2026-03-29,2026-03
7425,13306,Online,Debit,23.61,CAD,2026-03-14,Success,0,2026-03-14,2026-03
7426,10256,POS,Debit,36.23,CAD,2026-03-21,Success,0,2026-03-21,2026-03
7427,1448,Online,e-Transfer,41.3,CAD,2026-01-24,Success,0,2026-01-24,2026-01
7428,10238,Mobile,Debit,8.48,CAD,2026-01-11,Success,0,2026-01-11,2026-01
7429,2851,POS,Debit,37.83,CAD,2026-02-02,Success,0,2026-02-02,2026-02
7430,11954,POS,e-Transfer,9.24,CAD,2026-03-17,Success,0,2026-03-17,2026-03
7431,8107,POS,Debit,14.54,CAD,2026-01-22,Success,0,2026-01-22,2026-01
7432,10001,Online,e-Transfer,16.21,CAD,2026-03-22,Success,0,2026-03-22,2026-03
7433,9504,POS,e-Transfer,13.82,CAD,2026-03-02,Success,0,2026-03-02,2026-03
7434,15494,Online,e-Transfer,32.43,CAD,2026-02-01,Success,0,2026-02-01,2026-02
7435,4056,Mobile,Debit,47.36,CAD,2026-01-16,Success,0,2026-01-16,2026-01
7436,5403,Mobile,Debit,21.73,CAD,2026-01-11,Success,0,2026-01-11,2026-01
7437,9282,Online,e-Transfer,47.11,CAD,2026-01-14,Success,0,2026-01-14,2026-01
7438,1673,POS,e-Transfer,55.28,CAD,2026-02-09,Success,0,2026-02-09,2026-02
7439,4533,Mobile,e-Transfer,27.79,CAD,2026-03-27,Success,0,2026-03-27,2026-03
7440,4925,Mobile,Debit,23.38,CAD,2026-03-09,Success,0,2026-03-09,2026-03
7441,15270,POS,Debit,8.73,CAD,2026-03-11,Success,0,2026-03-11,2026-03
7442,12547,Mobile,Debit,17.88,CAD,2026-02-04,Success,0,2026-02-04,2026-02
7443,6086,Mobile,Debit,55.41,CAD,2026-03-29,Success,0,2026-03-29,2026-03
7444,12391,Mobile,Debit,27.42,CAD,2026-01-29,Success,0,2026-01-29,2026-01
7445,13281,POS,Debit,6.35,CAD,2026-01-14,Success,0,2026-01-14,2026-01
7446,4865,Mobile,e-Transfer,10.42,CAD,2026-03-28,Success,0,2026-03-28,2026-03
7447,9317,POS,Debit,38.86,CAD,2026-02-12,Success,0,2026-02-12,2026-02
7448,1222,POS,Debit,93.75,CAD,2026-03-21,Success,0,2026-03-21,2026-03
7449,2861,POS,Debit,5.84,CAD,2026-03-20,Success,0,2026-03-20,2026-03
7450,10703,Online,e-Transfer,15.14,CAD,2026-03-20,Success,0,2026-03-20,2026-03
7451,8429,POS,Debit,13.13,CAD,2026-03-02,Success,0,2026-03-02,2026-03
7452,15386,POS,e-Transfer,28.17,CAD,2026-03-14,Success,0,2026-03-14,2026-03
7453,9337,Online,Debit,21.98,CAD,2026-01-24,Success,0,2026-01-24,2026-01
7454,3254,POS,e-Transfer,9.48,CAD,2026-02-15,Success,0,2026-02-15,2026-02
7455,3783,Mobile,e-Transfer,45.55,CAD,2026-02-16,Success,0,2026-02-16,2026-02
7456,17151,POS,Debit,12.87,CAD,2026-02-15,Success,0,2026-02-15,2026-02
7457,19066,POS,e-Transfer,80.71,CAD,2026-03-27,Success,0,2026-03-27,2026-03
7458,16344,POS,e-Transfer,14.55,CAD,2026-03-08,Success,0,2026-03-08,2026-03
7459,19050,POS,Debit,13.21,CAD,2026-03-09,Success,0,2026-03-09,2026-03
7460,9952,Mobile,e-Transfer,41.93,CAD,2026-01-25,Success,0,2026-01-25,2026-01
7461,16270,POS,Debit,8.68,CAD,2026-01-27,Success,0,2026-01-27,2026-01
7462,14568,POS,Debit,237.7,CAD,2026-03-11,Success,0,2026-03-11,2026-03
7463,11684,Online,Debit,37.97,CAD,2026-03-22,Success,0,2026-03-22,2026-03
7464,3514,Online,Debit,58.23,CAD,2026-03-16,Success,0,2026-03-16,2026-03
